3050;CALCHAQUI;PROVINCIA;STF
3051;ALEJANDRA;PROVINCIA;STF
3056;MARGARITA;PROVINCIA;STF
3060;TOSTADO;PROVINCIA;STF
3070;SAN CRISTOBAL;PROVINCIA;STF
3080;ESPERANZA;PROVINCIA;STF
3081;SANTA FE;PROVINCIA;STF
3100;PARANA;PROVINCIA;ER
3103;VILLA LIB. SAN MARTIN;PROVINCIA;ER
3105;DIAMANTE;PROVINCIA;ER
3109;VIALE ENTRE RIOS;PROVINCIA;ER
3114;ALDEA MARIA LUISA;PROVINCIA;ER
3116;CRESPO;PROVINCIA;ER
3127;HERNANDARIAS;PROVINCIA;ER
3134;HASENKAMP;PROVINCIA;ER
3142;BOVRIL;PROVINCIA;ER
3150;NOGOYA;PROVINCIA;ER
3153;VICTORIA;PROVINCIA;ER
3158;L.GONZALEZ;PROVINCIA;ER
3164;RAMIREZ;PROVINCIA;ER
3170;BASAVILBASO;PROVINCIA;ER
3174;ROSARIO DEL TALA;PROVINCIA;ER
3180;FEDERAL;PROVINCIA;ER
3187;S.JOSE DE FELICIANO;PROVINCIA;ER
3190;LA PAZ;PROVINCIA;ER
3192;SANTA ELENA;PROVINCIA;ER
3196;ESQUINA;PROVINCIA;COR
3200;CONCORDIA;PROVINCIA;ER
3206;FEDERACION;PROVINCIA;ER
3218;SAN SALVADOR;PROVINCIA;ER
3220;MONTE CASEROS;PROVINCIA;COR
3228;CHAJARI;PROVINCIA;ER
3230;P.DE LOS LIBRES;PROVINCIA;COR
3240;VILLAGUAY;PROVINCIA;ER
3260;CONCEPCION DEL URUGUAY;PROVINCIA;ER
3262;V. SAN JUSTO;PROVINCIA;ER
3265;VILLA ELISA;PROVINCIA;ER
3280;COLON;PROVINCIA;ER
3283;SAN JOSE;PROVINCIA;ER
3300;POSADAS;PROVINCIA;MSN
3302;ITUZAINGO;PROVINCIA;COR
3308;CANDELARIA;PROVINCIA;MSN
3315;POSADAS;PROVINCIA;MSN
3322;SAN IGNACIO;PROVINCIA;MSN
3324;GOBERNADOR ROCA;PROVINCIA;MSN
3328;JARDIN AMERICA;PROVINCIA;MSN
3332;CAPIOVY;PROVINCIA;MSN
3334;PUERTO RICO;PROVINCIA;MSN
3340;SANTO TOME;PROVINCIA;COR
3342;GOBERNADOR VIRASORO;PROVINCIA;COR
3344;ALVEAR;PROVINCIA;COR
3350;APOSTOLES;PROVINCIA;MSN
3360;OBERA;PROVINCIA;MSN
3362;CAMPO GRANDE;PROVINCIA;MSN
3364;ARIST. DEL VALLE;PROVINCIA;MSN
13364;SAN PEDRO;PROVINCIA;MSN
3370;IGUAZU;PROVINCIA;MSN
3380;ELDORADO;PROVINCIA;MSN
3384;MONTE CARLO;PROVINCIA;MSN
3400;CORRIENTES;PROVINCIA;COR
3414;ITATI;PROVINCIA;COR
3418;EMPEDRADO;PROVINCIA;COR
3420;SALADAS;PROVINCIA;COR
3432;BELLA VISTA;PROVINCIA;COR
3440;SANTA LUCIA;PROVINCIA;COR
3450;GOYA;PROVINCIA;COR
3460;CURUZU CUATIA;PROVINCIA;COR
3463;SAUCE;PROVINCIA;COR
3470;MERCEDES;PROVINCIA;COR
3480;ITA IBATE;PROVINCIA;COR
3485;SAN MIGUEL;PROVINCIA;COR
3500;RESISTENCIA;PROVINCIA;CHA
3501;CORRIENTES;PROVINCIA;COR
3503;BARRANQUERAS;PROVINCIA;CHA
13503;BASTIA DI ROVOLON (PD);PROVINCIA;PD
3505;PTO.TIROL;PROVINCIA;CHA
3509;G.SAN MARTIN;PROVINCIA;CHA
3518;LAS PALMAS;PROVINCIA;CHA
3530;QUITILIPI;PROVINCIA;CHA
3531;PAMPA DEL INDIO;PROVINCIA;CHA
3534;MACHAGAI;PROVINCIA;CHA
3536;P.DE LA PLAZA;PROVINCIA;CHA
3540;VILLA ANGELA;PROVINCIA;CHA
3541;STA.SILVINA;PROVINCIA;CHA
3545;VILLA BERTHET;PROVINCIA;CHA
3550;VERA;PROVINCIA;STF
3555;ROMANG;PROVINCIA;STF
3560;RECONQUISTA;PROVINCIA;STF
3561;AVELLANEDA;PROVINCIA;STF
3572;MALABRIGO;PROVINCIA;STF
3580;V.OCAMPO;PROVINCIA;STF
3586;LAS TOSCAS;PROVINCIA;STF
3600;FORMOSA;PROVINCIA;FOR
3603;EL COLORADO;PROVINCIA;STF
3606;PIRANE;PROVINCIA;FOR
3608;PALO SANTO;PROVINCIA;FOR
3610;CLORINDA;PROVINCIA;FOR
3613;LAGUNA BLANCA;PROVINCIA;FOR
3620;CMTE.FONTANA;PROVINCIA;FOR
3624;IBARRETA;PROVINCIA;FOR
3626;EST.DEL CAMPO;PROVINCIA;FOR
3630;LAS LOMITAS;PROVINCIA;FOR
3700;P.ROQUE S. PEÑA;PROVINCIA;CHA
3701;SAN BERNARDO;PROVINCIA;CHA
3703;TRES ISLETAS;PROVINCIA;CHA
3705;J.J.CASTELLI;PROVINCIA;CHA
3714;MONTE QUEMADO;PROVINCIA;STG
3716;CAMPO LARGO;PROVINCIA;CHA
3718;CORZUELA;PROVINCIA;CHA
3722;LAS BREÑAS;PROVINCIA;CHA
3730;CHARATA;PROVINCIA;CHA
3732;GRAL.PINEDO;PROVINCIA;CHA
3733;HERMOSO CAMPO;PROVINCIA;CHA
3740;QUIMILI;PROVINCIA;STG
3760;AÑATUYA;PROVINCIA;STG
3830;LAS LOMITAS;PROVINCIA;FOR
4000;S. M. DE TUCUMAN;PROVINCIA;TUC
4103;TAFI VIEJO;PROVINCIA;TUC
4109;BANDA DEL RIO SALI;PROVINCIA;TUC
4113;LEALES;PROVINCIA;TUC
4124;EL MANANTIAL  TUCUMAN;PROVINCIA;TUC
4128;LULES;PROVINCIA;TUC
4132;FAMAILLA;PROVINCIA;TUC
4139;SANTA MARIA;PROVINCIA;CAT
4141;COLALAO DEL VALLE;PROVINCIA;TUC
4142;MONTEROS;PROVINCIA;TUC
4144;VILLA QUINTEROS;PROVINCIA;TUC
4146;CONCEPCION;PROVINCIA;TUC
4152;AGUILARES;PROVINCIA;TUC
4158;JUAN B. ALBERDI;PROVINCIA;TUC
4162;LA COCHA;PROVINCIA;TUC
4172;SIMOCA;PROVINCIA;TUC
4178;ALDERETE;PROVINCIA;TUC
4190;R.DE LA FRONTERA;PROVINCIA;SAL
4200;SANTIAGO DEL ESTERO;PROVINCIA;STG
4220;T.DE R.HONDO;PROVINCIA;STG
4230;FRIAS;PROVINCIA;STG
4242;9 DE JULIO;PROVINCIA;BA
4300;LA BANDA;PROVINCIA;STG
4301;AREAS;PROVINCIA;STG
14301;ALBERI;PROVINCIA;PAR
4303;BASILICANOVA;PROVINCIA;PAR
4312;FORRES;PROVINCIA;STG
4322;FERNANDEZ;PROVINCIA;STG
4324;TABOADA;PROVINCIA;STG
4326;LUGONES;PROVINCIA;STG
4332;COLONIA DORA;PROVINCIA;STG
4338;CLODOMIRA;PROVINCIA;STG
4350;SUNCHO CORRAL;PROVINCIA;STG
4400;SALTA;PROVINCIA;SAL
4405;R.DE LERMA;PROVINCIA;SAL
4421;EL CARRIL;PROVINCIA;SAL
4427;CAFAYATE;PROVINCIA;SAL
4430;GRAL. GUEMES;PROVINCIA;SAL
4432;EL BORDO (DPTO GUEMES);PROVINCIA;SAL
4440;METAN;PROVINCIA;SAL
4448;J.V.GONZALEZ;PROVINCIA;SAL
4500;SAN P.JUJUY;PROVINCIA;JUJ
4512;LEDESMA;PROVINCIA;JUJ
4530;ORAN;PROVINCIA;SAL
4531;COL.SANTA ROSA;PROVINCIA;SAL
4560;TARTAGAL;PROVINCIA;SAL
4600;SAN SALVADOR DE JUJUY;PROVINCIA;JUJ
4603;EL CARMEN;PROVINCIA;JUJ
4608;PERICO;PROVINCIA;JUJ
4612;PALPALA;PROVINCIA;JUJ
4700;CATAMARCA;PROVINCIA;CAT
4723;ALIJILAN;PROVINCIA;CAT
4740;ANDALGALA;PROVINCIA;CAT
5;CAPITAL FEDERAL;PROVINCIA;CAP
5000;CORDOBA;PROVINCIA;CBA
5001;CORDOBA;PROVINCIA;CBA
5003;ALTO ALBERDI;PROVINCIA;CBA
5006;BARRIO EMPALME;PROVINCIA;CBA
5009;CORDOBA;PROVINCIA;CBA
5012;CORDOBA;PROVINCIA;CBA
5019;CORDOBA;PROVINCIA;CBA
5020;CORDOBA;PROVINCIA;CBA
5101;YOCSINA;PROVINCIA;CBA
5105;VILLA ALLENDE;PROVINCIA;CBA
5111;RIO CEBALLOS;PROVINCIA;CBA
5117;LAS HIGUERAS;PROVINCIA;CBA
5121;DESPEÑADEROS;PROVINCIA;CBA
5123;TOLEDO;PROVINCIA;CBA
5133;SANTA ROSA DE RIO PRIMERO;PROVINCIA;CBA
5134;MIRAMAR;PROVINCIA;CBA
5137;LA PUERTA;PROVINCIA;CBA
5145;JUAREZ CELMAN;PROVINCIA;CBA
5147;VILLA BELGRANO;PROVINCIA;CBA
5151;LA CALERA;PROVINCIA;CBA
5152;VILLA CARLOS PAZ;PROVINCIA;CBA
5166;COSQUIN;PROVINCIA;CBA
5172;LA FALDA;PROVINCIA;CBA
5178;LA CUMBRE;PROVINCIA;CBA
5184;CAPILLA DEL MONTE;PROVINCIA;CBA
5186;ALTA GRACIA;PROVINCIA;CBA
5191;SAN AGUSTIN;PROVINCIA;CBA
5194;VILLA GRAL. BELGRANO;PROVINCIA;CBA
5196;S.R.CALAMUCHITA;PROVINCIA;CBA
5221;SANTA TERESA;PROVINCIA;CBA
5236;VILLA DEL TOTORAL;PROVINCIA;CBA
5238;LAS PEIAS;PROVINCIA;CBA
5260;RECREO;PROVINCIA;CAT
5280;CRUZ DEL EJE;PROVINCIA;CBA
5300;LA RIOJA;PROVINCIA;LAR
5310;AIMOGASTA;PROVINCIA;LAR
5340;TINOGASTA;PROVINCIA;CAT
5350;VILLA UNION;PROVINCIA;LAR
5378;JUSTO DARAC;PROVINCIA;SLU
5400;SAN JUAN;PROVINCIA;SJU
5411;SANTA LUCIA;PROVINCIA;SJU
5425;VILLA KRAUSE;PROVINCIA;SJU
5435;VILLA SARMIENTO.EST.M. AGUA;PROVINCIA;SJU
5460;JACHAL;PROVINCIA;SJU
5470;CHEPES;PROVINCIA;LAR
5500;MENDOZA;PROVINCIA;MZA
5501;GODOY CRUZ;PROVINCIA;MZA
5505;CARBOMETAL;PROVINCIA;MZA
5507;LUJAN DE CUYO;PROVINCIA;MZA
